R,I,g-r,i-z,redshift,TransientClass,objID,og_idx
-1.4499953842205715,-1.5706694066602076,3.4640980759481597,1.9811987199395376,-0.09318084604537274,SN Ia,160222644019524696,45
-1.040463634333833,-1.2900049676672312,2.6006926882243304,2.805318075858377,-0.0947222981813928,SN Ib/c,155180481378823363,46
-1.040463634333833,-1.2900049676672312,2.6006926882243304,2.805318075858377,-0.0947222981813928,SN Ib/c,155180481378823363,47
-1.040463634333833,-1.2900049676672312,2.6006926882243304,2.805318075858377,-0.0947222981813928,SN Ia,155180481378823363,48
-1.040463634333833,-1.2900049676672312,2.6006926882243304,2.805318075858377,-0.0947222981813928,SN Ia,155180481378823363,49
-0.6291616926089321,-0.6764201737606781,1.291256669990987,0.33049507151342394,-0.09315130685412981,SN Ib/c,148392105674304301,50
-0.6291616926089321,-0.6764201737606781,1.291256669990987,0.33049507151342394,-0.09315130685412981,SN Ib/c,148392105674304301,51
-0.6291616926089321,-0.6764201737606781,1.291256669990987,0.33049507151342394,-0.09315130685412981,SN Ia,148392105674304301,52
-0.6291616926089321,-0.6764201737606781,1.291256669990987,0.33049507151342394,-0.09315130685412981,SN Ia,148392105674304301,53
-1.2041629336930955,-1.278915646277923,2.071342358087354,0.5506137127347828,-0.09395849909353947,SN Ib/c,145482004394175254,54
-1.2041629336930955,-1.278915646277923,2.071342358087354,0.5506137127347828,-0.09395849909353947,SN Ib/c,145482004394175254,55
-1.2041629336930955,-1.278915646277923,2.071342358087354,0.5506137127347828,-0.09395849909353947,SN Ib/c,145482004394175254,56
-1.2041629336930955,-1.278915646277923,2.071342358087354,0.5506137127347828,-0.09395849909353947,SN Ib/c,145482004394175254,57
-1.2041629336930955,-1.278915646277923,2.071342358087354,0.5506137127347828,-0.09395849909353947,SN Ib/c,145482004394175254,58
-1.2041629336930955,-1.278915646277923,2.071342358087354,0.5506137127347828,-0.09395849909353947,SN Ib/c,145482004394175254,59
-1.2041629336930955,-1.278915646277923,2.071342358087354,0.5506137127347828,-0.09395849909353947,SN Ib/c,145482004394175254,60
-1.2041629336930955,-1.278915646277923,2.071342358087354,0.5506137127347828,-0.09395849909353947,SN Ia,145482004394175254,61
-1.2041629336930955,-1.278915646277923,2.071342358087354,0.5506137127347828,-0.09395849909353947,SN Ia,145482004394175254,62
-1.400430713014721,-1.5026846822689903,2.2099362279343615,1.8025025475917476,-0.09414146691423028,SN Ia,143080321432291354,63
-1.400430713014721,-1.5026846822689903,2.2099362279343615,1.8025025475917476,-0.09414146691423028,SN II,143080321432291354,64
-1.400430713014721,-1.5026846822689903,2.2099362279343615,1.8025025475917476,-0.09414146691423028,SN II,143080321432291354,65
-1.400430713014721,-1.5026846822689903,2.2099362279343615,1.8025025475917476,-0.09414146691423028,SN II,143080321432291354,66
-1.0112196144247354,-1.0373823951117553,1.9509686078575554,1.1127663895652935,-0.09451647928823101,SN Ib/c,138381599126987778,67
-1.0112196144247354,-1.0373823951117553,1.9509686078575554,1.1127663895652935,-0.09451647928823101,SN Ib/c,138381599126987778,68
-1.0112196144247354,-1.0373823951117553,1.9509686078575554,1.1127663895652935,-0.09451647928823101,SN II,138381599126987778,69
-1.0112196144247354,-1.0373823951117553,1.9509686078575554,1.1127663895652935,-0.09451647928823101,SN II,138381599126987778,70
-0.09176499629852285,-0.2807428461309727,0.9216099099737994,-0.0445405602262714,-0.09295766989158845,SN Ib/c,126403468859245832,71
-0.09176499629852285,-0.2807428461309727,0.9216099099737994,-0.0445405602262714,-0.09295766989158845,SN Ib/c,126403468859245832,72
-0.09176499629852285,-0.2807428461309727,0.9216099099737994,-0.0445405602262714,-0.09295766989158845,SN II,126403468859245832,73
-0.09176499629852285,-0.2807428461309727,0.9216099099737994,-0.0445405602262714,-0.09295766989158845,SN II,126403468859245832,74
-1.2930995571413344,-1.8827293023703107,1.5241541098667255,-7.5209053044871315,-0.09393453333460651,SN Ib/c,126183285961188837,75
-1.2930995571413344,-1.8827293023703107,1.5241541098667255,-7.5209053044871315,-0.09393453333460651,SN Ib/c,126183285961188837,76
-1.2930995571413344,-1.8827293023703107,1.5241541098667255,-7.5209053044871315,-0.09393453333460651,SN Ib/c,126183285961188837,77
-1.2930995571413344,-1.8827293023703107,1.5241541098667255,-7.5209053044871315,-0.09393453333460651,SN Ib/c,126183285961188837,78
-1.2930995571413344,-1.8827293023703107,1.5241541098667255,-7.5209053044871315,-0.09393453333460651,SN Ib/c,126183285961188837,79
-1.2930995571413344,-1.8827293023703107,1.5241541098667255,-7.5209053044871315,-0.09393453333460651,SN Ib/c,126183285961188837,80
-1.2930995571413344,-1.8827293023703107,1.5241541098667255,-7.5209053044871315,-0.09393453333460651,SN Ib/c,126183285961188837,81
-1.2930995571413344,-1.8827293023703107,1.5241541098667255,-7.5209053044871315,-0.09393453333460651,SN Ib/c,126183285961188837,82
-1.2930995571413344,-1.8827293023703107,1.5241541098667255,-7.5209053044871315,-0.09393453333460651,SN Ib/c,126183285961188837,83
-1.4908359231628616,-1.6271938926564948,2.6992630217824014,3.373699851805835,-0.09336437120929456,SN Ib/c,120051526306811308,84
-1.4908359231628616,-1.6271938926564948,2.6992630217824014,3.373699851805835,-0.09336437120929456,SN IIn,120051526306811308,85
-1.4908359231628616,-1.6271938926564948,2.6992630217824014,3.373699851805835,-0.09336437120929456,SN IIn,120051526306811308,86
-1.4908359231628616,-1.6271938926564948,2.6992630217824014,3.373699851805835,-0.09336437120929456,SN IIn,120051526306811308,87
-1.07365816193356,-1.1748697035366882,1.4595988917275977,1.6423515922454284,-0.09423995742519395,SN Ib/c,108740381637061196,92
-1.07365816193356,-1.1748697035366882,1.4595988917275977,1.6423515922454284,-0.09423995742519395,SN Ib/c,108740381637061196,93
-1.07365816193356,-1.1748697035366882,1.4595988917275977,1.6423515922454284,-0.09423995742519395,SN II,108740381637061196,94
-1.07365816193356,-1.1748697035366882,1.4595988917275977,1.6423515922454284,-0.09423995742519395,SN II,108740381637061196,95
-1.0873235440670228,-1.2108577752162795,2.452527723167863,1.5257063835256388,-0.09404345412603603,SN Ib/c,108643138302409168,96
-1.0873235440670228,-1.2108577752162795,2.452527723167863,1.5257063835256388,-0.09404345412603603,SN Ib/c,108643138302409168,97
-1.0873235440670228,-1.2108577752162795,2.452527723167863,1.5257063835256388,-0.09404345412603603,SN Ib/c,108643138302409168,98
-1.0873235440670228,-1.2108577752162795,2.452527723167863,1.5257063835256388,-0.09404345412603603,SN Ib/c,108643138302409168,99
-1.4921040133376797,-1.5835134029186622,2.956687173494406,4.349974513236512,-0.0945958608884176,SN Ib/c,107803411015075904,100
-1.4921040133376797,-1.5835134029186622,2.956687173494406,4.349974513236512,-0.0945958608884176,SN Ib/c,107803411015075904,101
-1.4921040133376797,-1.5835134029186622,2.956687173494406,4.349974513236512,-0.0945958608884176,SN Ia,107803411015075904,102
-1.4921040133376797,-1.5835134029186622,2.956687173494406,4.349974513236512,-0.0945958608884176,SN Ia,107803411015075904,103
-1.4921040133376797,-1.5835134029186622,2.956687173494406,4.349974513236512,-0.0945958608884176,SN Ib/c,107803411015075904,104
-1.4921040133376797,-1.5835134029186622,2.956687173494406,4.349974513236512,-0.0945958608884176,SN Ib/c,107803411015075904,105
-1.4921040133376797,-1.5835134029186622,2.956687173494406,4.349974513236512,-0.0945958608884176,SN II,107803411015075904,106
-1.4921040133376797,-1.5835134029186622,2.956687173494406,4.349974513236512,-0.0945958608884176,SN II,107803411015075904,107
-1.4921040133376797,-1.5835134029186622,2.956687173494406,4.349974513236512,-0.0945958608884176,SN Ib/c,107803411015075904,108
-1.457652456443682,-1.5171968489353882,1.9814225448491536,2.4908680351217707,-0.09441185800172634,SN Ib/c,107541605750058203,109
-1.457652456443682,-1.5171968489353882,1.9814225448491536,2.4908680351217707,-0.09441185800172634,SN Ib/c,107541605750058203,110
-1.457652456443682,-1.5171968489353882,1.9814225448491536,2.4908680351217707,-0.09441185800172634,SN Ia,107541605750058203,111
-1.457652456443682,-1.5171968489353882,1.9814225448491536,2.4908680351217707,-0.09441185800172634,SN Ia,107541605750058203,112
-0.8026133215441182,-0.8473131853424702,0.8676994373754148,0.6482648353221488,-0.0893049219760827,SN Ia,106993516672421665,113
-0.8026133215441182,-0.8473131853424702,0.8676994373754148,0.6482648353221488,-0.0893049219760827,SN Ia,106993516672421665,114
-0.8026133215441182,-0.8473131853424702,0.8676994373754148,0.6482648353221488,-0.0893049219760827,SN Ia,106993516672421665,115
-0.8026133215441182,-0.8473131853424702,0.8676994373754148,0.6482648353221488,-0.0893049219760827,SN Ia,106993516672421665,116
-0.4637893207337046,-0.813525077535078,1.2119184534973375,-1.0133863191907506,-0.09478472062326466,SN Ib/c,92260548713922243,117
-0.4637893207337046,-0.813525077535078,1.2119184534973375,-1.0133863191907506,-0.09478472062326466,SN Ib/c,92260548713922243,118
-0.4637893207337046,-0.813525077535078,1.2119184534973375,-1.0133863191907506,-0.09478472062326466,SN II,92260548713922243,119
-0.4637893207337046,-0.813525077535078,1.2119184534973375,-1.0133863191907506,-0.09478472062326466,SN II,92260548713922243,120
-1.6845713865886007,-1.748834244719349,1.3405575354322203,1.7907694042147941,-0.08634144839639954,SN Ib/c,76570547841650832,121
-1.6845713865886007,-1.748834244719349,1.3405575354322203,1.7907694042147941,-0.08634144839639954,SN Ib/c,76570547841650832,122
-1.6845713865886007,-1.748834244719349,1.3405575354322203,1.7907694042147941,-0.08634144839639954,SN Ia,76570547841650832,123
-1.6845713865886007,-1.748834244719349,1.3405575354322203,1.7907694042147941,-0.08634144839639954,SN Ia,76570547841650832,124
-1.230674028189864,-1.3532580546789879,2.2059915484361223,-0.011639854058161295,-0.09202977303243672,SN Ib/c,71502023575864665,125
-0.14494408005157014,-0.08695410227042291,1.6209768133248459,-0.9283956397573093,-0.08999602758252141,SN Ib/c,72510739781715906,126
0.424375514753923,0.29912678444357943,3.0957036010087906,-0.3676695794922746,-0.0942955325073707,SN II,72522137040487870,127
0.31208521286176133,0.19302127370475852,1.1728711263097362,-2.0576512289431843,-0.09136549952154749,SN II,74163336056791929,128
-1.4922796335469712,-1.5967213720015525,0.9874630232951754,0.7728122634953395,-0.08970246694070809,SN Ib/c,74200527479970027,129
-1.4922796335469712,-1.5967213720015525,0.9874630232951754,0.7728122634953395,-0.08970246694070809,SN Ib/c,74200527479970027,130
-1.4922796335469712,-1.5967213720015525,0.9874630232951754,0.7728122634953395,-0.08970246694070809,SN IIb,74200527479970027,131
-1.4922796335469712,-1.5967213720015525,0.9874630232951754,0.7728122634953395,-0.08970246694070809,SN IIb,74200527479970027,132
-0.6401468134518393,-0.58539252209174,-1.289452353053622,-0.1252182601113168,-0.06993167126655805,SN Ib/c,74740524609255319,133
-0.9244167766664664,-0.9465524858756668,0.12946061460779695,3.2939004367675904,-0.07327573065255195,SN Ib/c,74870538679673064,134
-0.5712621019253507,-0.044158421582203566,0.934701217585252,10.656867542484871,-0.09134957542923325,SN Ib/c,75580570606014223,136
-0.14410143863858654,-0.37165214041871386,0.31579560239719817,-0.7816727591298194,-0.08868228996659525,SN Ib/c,75610539673590575,137
-1.4506579979992584,-1.5400685561650007,1.6518132073369636,0.6793930585158612,-0.09119033450609068,SN Ib/c,75640532678992699,138
-0.9211063644882107,-0.9369026572957213,1.2376681831748737,1.4080621698586604,-0.09250439060386312,SN Ib/c,76580534321709975,140
-0.7710737231624787,-0.8245799018469158,0.9761315524054158,0.9350355300975496,-0.08957403913619363,SN Ia,76700238021290844,141
-0.940890721271532,-1.1080281046133156,2.0447754835273897,0.3181860994909044,-0.0938974301995143,SN Ia,78960409180192212,142
-0.9362232153704463,-1.0476099649375337,1.297359977992672,1.524052157159702,-0.09381956138809759,SN Ib/c,79080037805765661,144
-1.2881114767832154,-1.4115248410536823,1.7114330789051344,0.7957538445223987,-0.09140005480186944,SN Ib/c,79220845173041667,145
-1.6095629112648184,-1.7606456966177229,2.528582186918193,1.1402014474385638,-0.09162745084011702,SN Ib/c,79370768695167112,146
-0.3637760485180068,-0.5240709420119695,-0.0005995856477046049,0.5378203466296605,-0.09349932789165788,SN Ib/c,79540129895447989,147
-0.8151958987767717,-0.8310617336284039,0.9603950333053599,-0.5803641839144538,-0.09261275405206165,SN Ib/c,79573538196800216,148
-0.9500575481040799,-0.9908222406386659,2.3519112534322244,2.6375245278941946,-0.09483113935236073,SN Ib/c,79601627430389584,149
-0.8885500217526203,-0.9555484165533739,1.4164258523790705,0.932580758972373,-0.09254388235280248,SN Ib/c,80200437602255873,150
-0.44900038819793786,-0.5190998194556677,2.194477641266622,-1.241552848908837,-0.09270312327594504,SN Ib/c,80451869209511795,151
-0.289081127972357,-0.21958761994587603,-0.01466624816236968,3.857101474014551,-0.094379054371559,SN Ib/c,80911249123806646,152
-1.4558440572008615,-1.5089915434481,1.266828838144214,0.6147735662031785,-0.09375769628945668,SN Ib/c,81103548842404374,153
-1.778482577007353,-1.9076200286899954,2.0847079022024206,1.8679000824150875,-0.09087185265980555,SN Ib/c,81230047735873338,154
-1.8546839318900847,-2.011822995724518,2.7830499743211963,0.8050045856511422,-0.09186408285190686,SN Ib/c,81370750609175088,155
-1.0945218982206322,-1.1852498352264838,1.9726151058374264,1.2596346098905276,-0.09286849497462861,SN Ib/c,81660114937788760,156
-1.3840188759252132,-1.5485187286211077,2.132476543000093,1.1709681734388466,-0.09323793391631936,SN Ib/c,81703411623248747,157
-0.9706789097275994,-0.9736572897538153,1.4830763758263543,0.46736906854690735,-0.09229005232131324,SN Ib/c,81800464010437861,158
-0.21631147705654327,-0.41527485800929403,3.1533343598487775,2.008641855348993,-0.0939398679055318,SN Ib/c,82001976319471725,160
-0.5358150176639448,-0.517422577739115,1.1732689982313087,2.106612007816673,-0.09270312327594504,SN Ib/c,82030621809925663,161
-1.5474077342682468,-1.7144670034271083,4.640293658720084,2.1698074912688825,-0.09408461790466839,SN Ib/c,82110746959757071,162
-1.331228619125471,-1.3543361795481557,1.8062470704294156,3.790578115947964,-0.09382776229563941,SN Ib/c,83063545548661589,163
-1.331228619125471,-1.3543361795481557,1.8062470704294156,3.790578115947964,-0.09382776229563941,SN Ib/c,83063545548661589,164
-1.331228619125471,-1.3543361795481557,1.8062470704294156,3.790578115947964,-0.09382776229563941,SN Ib/c,83063545548661589,165
-1.331228619125471,-1.3543361795481557,1.8062470704294156,3.790578115947964,-0.09382776229563941,SN Ib/c,83063545548661589,166
-1.3185231082691231,-1.5247369305238494,2.7409210674967883,1.472603242744894,-0.08994825530557865,SN Ib/c,83080863013735084,167
-1.4061251719930543,-1.4906267353129232,2.349809546465789,3.758866798377397,-0.08641310681181368,SN Ib/c,84020400536104490,168
-1.0489874280190672,-1.2186539177820543,3.1620053407159454,3.193129749450567,-0.09497668555611304,SN Ib/c,84771493496384424,169
-0.5992862136394891,-0.8475366546800338,2.2575954233997857,-0.5773783206837987,-0.09365856881480046,SN Ib/c,84773036553226087,170
-0.14138004129113355,-0.6455809707790845,-1.3175133412515545,-5.1009468044782444,-0.09483965874174885,SN Ib/c,85540501472421953,171
-1.524781150356585,-1.656928628690888,1.8384708806548513,1.0105472293894047,-0.091086827906048,SN Ib/c,85743239616610329,172
0.2500407203645123,0.1968368366667444,2.7183108891988534,4.279370010205465,-0.09412832953807101,SN Ib/c,86400902459769683,173
-0.9096931930695629,-1.023243455106305,2.295044924740417,0.32612396845908564,-0.09310807294349659,SN Ib/c,86863020927427295,174
-0.43866632478619105,-0.5930107641417811,2.21053844824222,2.262125738417789,-0.0952202445480596,SN Ib/c,87291993016875032,175
0.9142754645875951,0.8336780821173343,0.8131258035281859,0.08767829381906872,-0.09341970743008661,SN Ib/c,87480543248436799,176
-1.3328441491347462,-1.4818041130421706,3.1819848239330426,3.1095888572693022,-0.09450819876022762,SN Ia,88201401259036038,177
0.09404522565009266,0.022525376020337145,1.7259199392832587,1.9526590864017483,-0.09470796649830997,SN Ia,88621689703399754,178
-0.9468071821559695,-1.0100349999913465,1.5183364704234223,1.7439248005683237,-0.09270312327594504,SN Ib/c,88663152430732972,179
-1.573332031825766,-1.8832428901794969,4.131383109189472,0.06624765315365236,-0.09204705067259768,SN Ib/c,88790399282818295,180
-0.5038600389079295,-0.5759879157235891,1.5911900020768486,0.6697833057584902,-0.09071261173666298,SN Ib/c,89320145250528757,181
-0.17062545302860663,-0.3508174597818054,2.0260320450447744,1.0015992843266486,-0.09007564804409271,SN Ib/c,90153375846849113,182
-1.9342190420215408,-1.9989826723177775,2.214295224449142,1.6484811592454411,-0.09256060264973245,SN Ib/c,90422053037136969,183
-0.10442480113636082,-0.31977069216046505,3.7835503407261464,3.91463477167071,-0.09449458366129891,SN Ib/c,90460662604290351,184
-1.1474607239421108,-1.2810357950451576,2.576689356508035,2.290578362425698,-0.09150881635237582,SN Ib/c,90461943957818371,185
-0.92799701730136,-1.096372229490393,2.6340288944973835,2.0793640617911846,-0.09376908201546139,SN Ib/c,90720048073314339,186
-1.2160083132561146,-1.3300169349857756,1.9050319233210478,2.634512444542914,-0.09410531922467692,SN Ib/c,90772013794782874,187
-1.349919969854003,-1.5395633724904632,3.2327497090036355,1.6220411828330683,-0.09465406344582619,SN Ib/c,90831642403739702,188
-0.6044136272349072,-0.6856642923539866,1.3586210330846542,1.312282461827402,-0.094830900490976,SN Ib/c,90910099195215693,189
-0.14463769290155895,-0.300534974466825,1.8192142163709446,1.010156187037742,-0.09166805727551837,SN Ib/c,90920113179756298,190
-0.12107578655660661,-0.21959855534641148,1.1339438185284092,0.3208310496748417,-0.09150881635237582,SN Ib/c,91360202532674823,191
-1.5555235922410664,-1.619379951475042,1.2471207905022266,0.8032150495397028,-0.09227866659530853,SN Ib/c,92001988710409979,192
0.677686701157755,0.5866460780361961,2.221383040921553,1.4928304351483923,-0.0919865391218035,SN Ib/c,92770184483698067,193
-1.0892923453718772,-1.1769527727501914,2.1448472896234554,1.7485352433074268,-0.09294023301050433,SN Ib/c,92891674153696557,195
-0.982488273431242,-1.0386558964960833,1.5908038678052476,-0.021009209912354505,-0.0924642618912312,SN Ib/c,93351922722531745,196
-0.21723186140397313,-0.27001702224157376,1.2163811011546615,-0.5541188893833656,-0.09206615958337477,SN Ib/c,94032988992882960,197
0.30526485674197434,0.34546469799532914,0.6606509065736301,7.377572794831141,-0.08955015299772222,SN Ib/c,94220089040969757,198
-0.35526441243484597,-0.48431955715300545,4.291028861871467,-0.2966767010358329,-0.09353205190136368,SN Ib/c,94990008011968665,200
0.038694210920875674,-0.04542072150949943,1.8889923992872815,-0.07319317796005419,-0.092886250337559,SN Ib/c,95273322534231240,201
-1.8301122933201084,-1.9483099182737578,1.3095287967306382,1.2134741799141633,-0.0915127177549928,SN Ib/c,95421999995692200,202
-1.19273349693299,-1.293125740738367,1.7227575147658603,2.173981627794456,-0.08951830481309372,SN Ib/c,95991533714319179,203
0.23913439770343423,0.21358016092016324,0.8007716339177428,3.150297179283434,-0.07898451774721296,SN Ib/c,97060352762673121,204
0.24790481052770633,0.15466192214415594,1.5476999752234133,0.4133832950407848,-0.09270312327594504,SN Ib/c,97133038709316092,205
-2.010226308454154,-2.1473837582485915,2.617100084445438,2.5115864105006445,-0.08928016001253401,SN Ib/c,97213515118216597,206
-1.6932838552237528,-1.8894994006461778,3.0667199441326605,2.351517537698451,-0.08959609400404886,SN Ib/c,97250445428334001,207
-0.1762642907745051,-0.29027923913535336,1.709054405422064,-0.0896047841337216,-0.09190691866023222,SN Ib/c,97662169259314892,208
-1.7685872157540121,-1.8931334878857573,2.7578217257926925,2.452812271004061,-0.09355450487152678,SN Ib/c,98761867987670740,209
-1.2850606442323897,-1.4323627854764989,2.1179418911011467,1.3812459312393432,-0.09071261173666298,SN Ib/c,99061676053327229,210
-0.31931006708797205,-0.5348262564790288,3.002688783152308,2.1457932280654397,-0.09318084604537274,SN Ib/c,99122291649078649,211
-1.0627633314612455,-1.145504521872792,2.836682706996174,3.6051013663545217,-0.09270312327594504,SN Ib/c,99230681965018018,212
-0.33949667965243757,-0.40357293886720474,-0.0765861598808235,0.16468170988261416,-0.08748002099686888,SN Ib/c,99843379818544486,213
-1.3993724539124341,-1.4274509047424349,1.699740548317064,2.0259410456823455,-0.08513917942667315,SN Ib/c,100190346444022511,214
-0.24388282544597123,-0.3831662147882786,1.5406327098623456,0.43216532536021585,-0.08951830481309372,SN Ib/c,100421824048239142,215
0.2693883192880907,0.2268445914119325,0.8329006380723528,-0.752388288870399,-0.09201838730643201,SN Ib/c,100561692919234350,216
0.6606208256595171,0.6583377456285374,0.5337604091074951,2.22879029732342,-0.09373818927637173,SN Ib/c,100850053854592510,217
-1.3254799081875945,-1.4185235605759532,1.229705158966592,-0.2525487155209088,-0.09274818845719439,SN Ib/c,101131244612368361,218
0.1250387426405473,0.08001038514829421,1.0671775998109454,0.3156365653559114,-0.09421591204579943,SN Ib/c,101873102903749531,219
-1.136654169160838,-1.240828362354615,1.808663795637204,0.8348196727964095,-0.09445270329851242,SN Ib/c,101880033931868682,220
-0.4441656252210292,-0.5158865760796952,0.9793832493512157,0.23818026258909275,-0.09239260347581704,SN Ib/c,102072218709838834,221
-0.17785653738892,-0.2843467178863161,0.3060060376713955,2.748824678776503,-0.09438629983356198,SN Ib/c,102123502621267707,222
-1.5429586483907796,-1.6796330147528589,2.427108929836944,2.399696370278444,-0.09234268144641185,SN Ib/c,102240359781567355,223
0.5665890980817241,0.5165050804067508,1.3105804340220348,2.9566410233730833,-0.09251864266648438,SN Ib/c,102300366569113294,224
-0.19561676763206481,-0.3941104420459239,3.5231294054622952,2.335780129343181,-0.09167601932167549,SN Ib/c,102741689138915733,225
-0.9493738466964381,-0.8705701550959911,1.0636199410332459,0.26499402184548526,-0.09410802632037034,SN Ib/c,102782053288657343,226
-0.2902693940750593,-0.5284097771908216,1.1200751243251914,-0.3860738983797691,-0.07573273847618019,SN Ib/c,102980358017877641,227
-0.2988192347522827,-0.4408397780259317,2.158504371809938,0.8575400475006021,-0.09349932789165788,SN Ib/c,103093156949462679,228
-0.47129115425881063,-0.5814390191786204,1.2983840601322758,-0.036850841549388044,-0.09179202633418486,SN Ib/c,103141728376296457,229
-0.037169322128770166,-0.2428200803911909,2.71587901980245,2.8412675361206583,-0.08954043930141053,SN Ib/c,103762231396842622,231
-1.2834487193092543,-1.3313719315616384,1.10214426005067,1.9059521048738208,-0.09157641412424981,SN Ib/c,103781422068914223,232
0.48418212460740523,0.5308546597585829,2.3858801341239393,-1.2026473553733552,-0.09397705066108558,SN Ib/c,103991659686663410,233
-0.44697642837112533,-0.5178851640925155,2.6501033557480254,-7.472707992153383,-0.09559310716959792,SN Ib/c,104001920568551101,234
